ID,Name,Currency,Total
98658778-4B4C-8BEA-058C-4AB287523778,Fritz Russell,1816.43,1064
8BA42CB8-ABF9-ABDB-F498-38589847C19A,Rogan Leach,8996.73,1139
191ACA30-E985-DBB8-C7B8-12960773EFF6,Alika Buckner,4598.1,1150
DAE779B9-2143-CFEE-9C7C-C0031DB1B51C,Fuller Fry,8486.94,1519
2A27D6A6-7E88-D63D-58A2-169FC90D54C5,Yuli Avila,3402.87,1547
9D4628D2-A1CE-525C-CE00-54C761CA64F6,Yoshi Patterson,9557.71,1615
E6CC4CE6-411C-12D0-1AE5-60924FE85064,Daniel Trevino,5388.02,1656
7A5C87D4-3519-289F-23D8-4581CEFCA8E7,Forrest Harrington,1627.77,1687
E18BE973-E491-F4A2-FEA2-4D6ED58AD9A5,Tanek Sampson,9310.61,1801
D5683734-5141-EAA5-8FFE-AAE7781CA5E0,Laurel Byers,6688.04,1835
17BB7862-A153-8BC1-6C74-9D71A9F95451,Tamekah Weber,5739.76,2109
2C76E113-C572-4A23-E7C2-6DE97610375B,Garth Wooten,9164.61,2177
1717A533-AC50-7CA7-B0CD-31BEA1712D0E,Shellie Lott,1232.41,2185
44ACD3E2-DA7A-278D-02AC-4E7A5E4FED2D,Byron Wilkinson,6650.45,2206
76EF77A4-17AD-3497-50B6-BD7ABD86E18D,Lester Giles,3470.98,2240
1B2E7388-19A6-DCEC-7C43-88E7C69B543B,Amos Garza,2551.55,2301
AA0F63AC-DED1-CBE2-E38F-2D25842F7BE7,Bianca Rivers,2458.66,2374
3BFD16EA-EA72-CBB0-CA89-F3B62424CD18,Lucius Jensen,6848.2,2428
8B1A35FB-F4CE-8AF9-4F13-64C776786EC7,Charissa Nash,7073.24,2551
91E309C5-AC60-428D-248A-B9621A8D5CDC,Leigh Rodriguez,6800.55,2578
969A2A21-45A9-CE5B-5787-5DD4551DF9B2,Morgan Orr,1044.74,2631
E9D53559-E1AC-D5FE-1824-19194E319C97,Jescie Singleton,4210.22,2689
753A39EF-E745-E42E-62C3-C3744B86224D,Phelan Bauer,7706.72,2740
837523BA-87E6-BBC3-4771-4464EDF24C11,Yeo Waller,9270.52,2857
421607B8-74E3-DE61-BA33-B1550E9CF801,Autumn Spence,4163.24,2909
FD78AA38-7807-217E-7623-956C562F0962,September Michael,2452.58,2971
83B9DF48-EB19-9C14-619C-657933D5A157,Charity Cruz,9124.27,3040
E885A617-8F6D-4259-C353-D19491E326C4,Grace Mack,6714.1,3076
644374ED-0C68-4C77-742D-85F75B79162F,Stephanie Carroll,3867.91,3148
06133285-8DAD-0954-5841-B773AB58BA67,Xaviera Jordan,9575.7,3258
4BA6BE04-1BAA-96AE-EDDD-2BE3846A3B2A,Ezekiel Chavez,5823.07,3277
CF2D6CD1-EF27-CB1B-A153-DADA7E670779,Aaron Cook,5922.78,3319
639DDC29-DE3A-9390-3F24-6DCE6442B8C0,Abdul Campos,2832.83,3327
BF43C67B-1BFB-25D9-07C7-36161394ABBC,Duncan Contreras,5240.16,3462
EEA28E5C-715F-6F3A-2E7F-4A09446E6B61,Declan Dudley,5171,3472
2AEA31CA-73C2-86DA-DCE7-5F92258E174E,Kenneth Aguilar,2630.34,3488
E87B7456-6EFD-9B79-8209-2CA8BCDDB59E,Tobias Williams,5144.85,3560
14601FDD-A121-9094-C1E3-19534E6AC69A,Nehru Mitchell,3596.92,3650
DE4626F3-BCA6-3E4D-D6E7-F6A2D4B53410,Cullen Phillips,8109.82,3724
32392973-B485-305D-8B49-81D3A1B51BD1,Adara Hughes,4234.01,3731
75536B85-BA23-2C29-2A2F-39C71589F141,Melissa Meyers,1844.94,3790
E9D6392B-9453-8089-474B-B664B0D36743,Garrett Coffey,3232.88,3870
17B5BA0E-2CBB-7A83-2F8A-933136F9109C,Jerome Adkins,4453.34,3905
379DD60B-E26E-C25D-7045-3368C21F0D7E,Tanner Nichols,1865.03,3973
C9F8AEC4-1837-526D-65BD-37C0E6C453E9,Deanna Lewis,1273.19,4011
